59,663190;30,529964
59,666017;30,532578
59,661349;30,530044
59,664808;30,532380
59,660417;30,529550
59,663499;30,531967
59,660208;30,527673
59,661549;30,531347
59,663772;30,529236
59,663613;30,530359
59,663867;30,527897
59,664703;30,527879
59,664626;30,528913
59,664526;30,529946
59,664317;30,530997
59,664781;30,526002
59,665008;30,527044
59,664262;30,524610
59,663653;30,523756
59,679216;30,497085
59,633343;30,540213
59,335315;31,210985
59,333350;31,210698
59,336026;31,208084
59,346475;31,254149
59,346865;31,242795
59,350159;31,247870
59,341533;31,236686
59,366949;31,249793
59,366629;31,252155
59,724428;30,609734
59,733264;30,618546
59,730116;30,615187
59,685367;30,667073
59,669293;30,700024
59,672324;30,697904
59,680061;30,705243
59,685444;30,707920
59,684274;30,744321
59,658367;30,786217
59,656722;30,793107
59,648493;30,778114
59,641039;30,764091
59,664449;30,797769
59,664626;30,791481
59,641198;30,761675
59,646619;30,779102
59,707801;30,780279
59,693778;30,787663
59,696506;30,785453
59,701709;30,787187
59,701759;30,786082
59,546320;30,868646
59,544130;30,873713
59,542862;30,874998
59,540559;30,875770
59,542128;30,873596
59,540317;30,879965
59,538291;30,882750
59,537885;30,883648
59,537657;30,884816
59,538013;30,878357
59,539669;30,878636
59,536772;30,880926
59,545366;30,876498
59,543546;30,879902
59,543770;30,880531
59,544883;30,875653
59,543118;30,879022
59,541229;30,864649
59,540299;30,863813
59,541111;30,862780
59,537607;30,858576
59,539519;30,865080
59,540499;30,866392
59,537311;30,875635
59,547182;30,860840
59,545275;30,862583
59,548696;30,856834
безопасныйгород
59,541544;30,877531
59,540540;30,869958
59,530759;30,872602
59,540051;30,871191
59,540618;30,877724
59,541544;30,877531
59,564337;30,844604
59,545098;30,878676
59,544490;30,879477
59,541169;30,874953
59,543092;30,881569
59,538961;30,873673
59,539172;30,875249
59,538296;30,873354
59,547238;30,864011
59,545768;30,870377
59,535071;30,887787
59,644635;30,769458
59,644118;30,775329
59,699122;30,785139
59,699889;30,785292
59,701709;30,787187
59,708768;30,781429
59,707288;30,784600
59,703739;30,788382
59,705368;30,789307
59,702468;30,786298
59,701333;30,792173
59,702027;30,793700
59,705573;30,793556
59,707801;30,780279
59,709113;30,777234
59,707343;30,775823
59,697655;30,792254
59,706934;30,787115
59,705141;30,787196
